#	ZT0	ZT2	ZT4	ZT6	ZT8	ZT10	ZT12	ZT14	ZT16	ZT18	ZT20	ZT22
sin-0.5-0	-1.380981	0.527774	0.170820	-0.173073	1.127358	0.610097	1.336421	1.879012	0.015448	-0.429999	-1.408097	-1.296387
sin-0.5-1	-0.896269	-1.590609	-0.706961	0.090311	-0.409636	0.825967	0.993505	0.290711	0.265058	0.092047	-0.520117	-1.579505
sin-0.5-2	-0.878235	-0.362327	-0.116419	0.439941	0.796910	0.331906	1.763225	0.340750	0.002350	-0.867987	-0.794575	-1.405964
sin-0.5-3	-1.426333	-0.294426	-1.264414	-0.667445	0.243641	0.888150	0.984729	0.266470	0.125830	-0.237624	0.281869	-1.160051
sin-0.5-4	-0.441110	-0.635855	-1.098052	-0.100525	-0.301656	0.994519	-0.218114	-0.099563	0.938804	1.028200	0.762596	-0.658218
sin-0.5-5	0.461721	0.058129	0.411726	-0.159718	-1.148923	-0.941307	-0.213541	0.169095	0.194711	0.702534	0.627028	0.308237
sin-0.5-6	0.031758	-0.928786	-1.304683	-1.495730	-0.995437	0.134838	0.793581	0.698837	0.773159	1.117615	0.661806	-0.465816
sin-0.5-7	0.769137	0.307202	1.065284	0.477524	0.765578	0.067870	0.369715	-0.998533	-1.195259	-0.680994	-0.225146	0.576307
sin-0.5-8	0.386906	0.998250	0.655843	-0.051287	-0.826882	-0.872413	-0.468166	-0.998596	-0.352126	0.048864	0.875827	0.294375
sin-0.5-9	-0.755288	-1.649561	-0.623871	-0.409674	0.689516	0.755944	0.725881	1.028644	0.846312	1.573022	0.678840	-1.287115
sin-0.5-10	1.444557	0.198571	-0.090299	-0.859211	-1.294674	-0.876251	-0.594187	0.831133	0.059603	0.194666	1.107892	0.403025
sin-0.5-11	0.916183	0.436987	1.057325	1.530570	0.781673	0.844409	0.160963	-0.760854	-1.296316	-0.972402	-0.874585	0.981173
sin-0.5-12	-0.551042	-1.189641	-1.368392	-0.440446	0.524283	0.153554	1.624871	1.035022	0.826890	0.667051	-0.290149	-0.218687
sin-0.5-13	-0.071835	0.444729	0.258703	1.107989	0.952529	-0.147307	-0.919125	-0.834027	-1.101640	-1.423233	-1.586957	-0.048984
sin-0.5-14	0.173839	0.255936	-1.390163	-1.349480	-1.275241	-1.443641	-1.365003	0.022915	0.582656	0.763209	1.024179	0.392184
sin-0.5-15	1.180110	1.535605	1.300822	0.968505	-0.296629	0.269895	-1.353452	-1.234856	-0.248867	-0.114565	-0.243235	0.947038
sin-0.5-16	0.134420	-1.069747	-0.344457	-1.083789	-0.672100	-0.511609	0.314469	0.730973	1.750669	1.037719	0.578590	-0.045329
