#	ZT0	ZT0	ZT0	ZT2	ZT2	ZT2	ZT4	ZT4	ZT4	ZT6	ZT6	ZT6	ZT8	ZT8	ZT8	ZT10	ZT10	ZT10	ZT12	ZT12	ZT12	ZT14	ZT14	ZT14	ZT16	ZT16	ZT16	ZT18	ZT18	ZT18	ZT20	ZT20	ZT20	ZT22	ZT22	ZT22
step-0.5-0	1.059820	1.179861	2.225431	1.489155	2.428465	2.641261	2.314444	1.720876	2.621133	0.268738	0.226717	-0.634007	0.261610	-1.063727	0.358412	0.763206	0.708227	-0.401924	-0.740304	-0.393312	0.004647	-0.077604	0.755050	-0.444774	0.488467	0.075527	0.045773	2.525960	1.243951	1.350850	2.478213	1.996793	1.296594	2.098719	1.921309	2.037808
step-0.5-1	0.356819	-0.596224	-0.060403	-0.430152	-0.025889	-0.271920	1.569323	2.029231	1.074823	1.345697	2.063275	1.049460	1.479041	1.634885	1.512508	2.098381	1.644973	2.508826	2.120916	2.542891	1.754564	2.755391	1.931614	1.911917	0.380713	-0.309359	0.661465	0.333588	-0.472248	-0.257425	0.595158	0.148120	-0.243273	-0.218781	0.022375	0.266924
step-0.5-2	2.348939	2.939781	1.425832	2.007994	1.554622	0.925843	2.059646	1.449439	1.665791	2.530235	2.322628	1.835169	1.566525	2.022397	1.947349	0.928476	0.542671	-0.174709	0.544275	0.096583	0.126532	-0.501123	-0.832342	0.290600	0.338773	0.246993	-0.475432	-0.046476	0.257043	-0.540080	-0.314901	-0.648446	0.227396	2.490534	1.324149	2.193551
step-0.5-3	2.360596	2.635346	2.351201	1.832616	1.770945	1.924720	2.931403	1.139521	2.734419	-0.330171	0.178928	1.102712	0.523225	0.109888	-0.180188	-0.340629	0.646960	0.307675	0.150972	0.237090	-0.432785	-0.515633	0.080654	0.121937	0.280704	-0.047359	-0.563239	1.744143	1.268797	1.214141	2.439883	2.336271	2.290070	2.382577	2.160208	2.204881
step-0.5-4	2.249433	2.032981	2.133668	2.271144	1.936281	1.904842	1.331246	2.681372	2.394758	0.846726	-0.811077	-0.520218	0.309753	-0.605549	0.119106	0.150557	-0.310871	-0.168914	0.235180	0.264557	0.156613	0.500050	-0.095033	-0.041138	0.276512	0.030313	0.789422	1.959872	1.549177	1.527429	1.832141	1.703448	1.268700	1.987285	1.926973	2.338130
step-0.5-5	0.819313	0.535780	-1.242416	0.532850	-0.102463	-0.328668	0.078709	-0.227953	-0.162602	0.231608	-0.186292	0.281903	-1.008508	-0.521976	-0.544089	0.690045	0.836287	-0.962696	1.994661	1.020855	1.746831	1.961388	2.077972	2.291578	1.304420	2.327335	0.974328	2.123597	1.588300	2.319700	1.963568	1.680361	3.147646	1.405130	1.661650	1.955069
step-0.5-6	-0.130028	-0.193294	0.053578	0.104699	-1.379802	-0.924249	1.709255	2.109288	2.175042	2.005441	2.345067	2.117828	2.292817	2.154190	2.519682	2.613982	1.830658	1.874750	1.101198	2.743015	1.636053	1.798188	1.678872	1.608862	-0.307820	0.635095	0.450666	-0.093453	-0.060406	-1.007979	-0.001579	0.235106	-0.356395	-0.051244	-0.476455	0.857900
step-0.5-7	0.387598	0.391391	0.124757	1.895996	1.957039	2.470830	2.419034	2.355872	1.633619	2.531782	1.784524	2.097028	2.344833	1.699525	1.874649	2.105907	2.306269	2.184391	1.579119	1.839858	1.448775	0.672169	-0.042473	-0.032161	-0.095716	-0.483406	-0.284567	-0.063546	0.387617	-0.082661	-0.689799	-0.358183	-0.496936	0.034908	0.451384	-0.635905
step-0.5-8	1.694538	2.324183	2.330809	1.651154	2.552681	2.021608	1.804424	1.457885	1.522278	1.716521	1.995531	2.045955	1.995016	2.422275	2.650191	2.681303	2.219857	1.842562	0.080184	0.027797	-0.162260	-0.050338	0.551297	0.192542	0.017699	-0.419974	0.092744	0.418724	0.242305	-0.254977	-0.488997	-0.282652	0.704126	-0.638682	-0.206324	-0.074935
step-0.5-9	1.969435	2.134927	2.098147	2.650633	1.858382	1.716649	1.981028	1.740090	2.491724	2.201685	3.113735	1.647580	2.684223	1.720323	1.237197	2.217927	2.157236	1.514350	0.214807	1.000198	-0.408148	-0.260307	-0.482076	0.059077	-1.421594	-0.515435	0.332596	0.022978	-0.888060	0.206672	0.009012	-0.297454	0.178449	0.003386	0.492574	-0.392730
