#	ZT0	ZT0	ZT2	ZT2	ZT4	ZT4	ZT6	ZT6	ZT8	ZT8	ZT10	ZT10	ZT12	ZT12	ZT14	ZT14	ZT16	ZT16	ZT18	ZT18	ZT20	ZT20	ZT22	ZT22
gss-0.5-0	-0.669034	-0.010111	0.340438	-0.237121	-0.604921	-0.562388	0.516928	0.254999	-0.033388	0.704669	0.092125	-0.142722	-0.552907	0.050556	-0.373865	0.544109	-0.568989	-1.026683	0.714152	-0.139404	-0.366197	-0.402885	0.278495	-0.676184
gss-0.5-1	1.086543	-0.373312	0.184957	-1.147631	-0.882720	0.238421	0.098375	-0.151014	0.899471	-0.307039	-0.487862	-0.459974	-0.518548	0.372251	0.711364	0.186664	-0.807335	0.065322	-0.379061	0.169426	-0.471997	0.321581	-0.290579	-0.360689
gss-0.5-2	-0.051666	-1.054844	-0.323726	-0.061580	-0.067008	-0.028728	0.452525	0.162429	-0.266293	-0.210432	-0.649140	-0.127717	-0.457229	0.606264	-0.444069	0.383352	0.202453	0.377916	-0.274219	-0.017073	0.008436	0.046321	-1.123102	0.116670
gss-0.5-3	0.218276	0.763504	0.727019	0.540980	0.267362	-0.194130	0.469832	-0.175194	0.256542	-0.018591	0.220867	-0.007196	-0.336022	0.749442	-0.945453	0.779172	-0.869956	0.311918	0.675322	0.456459	0.701702	0.069662	0.890581	-0.501269
gss-0.5-4	0.568825	1.032110	-0.324389	0.310538	-0.227372	0.201629	0.100279	0.306564	-0.921087	-0.169068	0.577620	1.019037	-0.957463	0.095128	-0.494003	0.394668	-0.144938	0.430558	0.298060	0.594538	0.784388	-0.287546	0.791298	0.266813
gss-0.5-5	0.655436	-0.119112	0.309462	-0.587251	0.166064	0.840336	0.622886	0.217497	-0.627750	0.281209	0.308965	0.459213	0.185002	-0.361445	-0.579697	0.211247	0.279916	-0.286149	0.498650	-0.794516	0.218253	-0.370139	0.203560	0.375460
gss-0.5-6	0.746121	0.441982	-0.212272	0.506732	0.097864	0.713526	0.282744	-0.951156	0.052820	-0.715044	-1.285026	-0.191369	1.152624	-0.637203	0.451125	0.002483	0.394257	-0.299879	0.074404	-0.326913	0.097987	-0.480985	0.704674	-0.142235
gss-0.5-7	0.523049	-1.202909	0.531239	0.191431	-0.246551	0.304581	-0.285567	0.731202	0.429937	-0.387474	-0.657801	0.824262	-0.636514	0.226692	-0.068522	1.054774	-0.487177	1.397865	-0.144886	-0.247700	0.554523	-0.105034	-0.194572	0.057201
gss-0.5-8	-0.153158	0.432202	0.170929	-0.825019	-0.405353	-0.842236	-0.968962	0.143562	-0.520371	-0.020670	-0.876900	0.014052	0.093989	-0.483122	-0.410849	-0.566021	0.460452	0.355160	-1.475659	0.574780	-0.620559	0.157609	-0.335417	-0.228779
gss-0.5-9	1.085980	-0.524809	0.337714	0.126635	0.473229	0.463052	-0.330095	-0.044016	1.023939	-0.048495	-0.094621	0.801684	-0.409458	-1.220047	0.793167	0.529598	-1.276184	0.438944	0.525540	0.266026	0.965115	-0.102442	0.781416	0.692372
gss-0.5-10	0.675448	0.533313	-0.021438	0.635544	-0.343449	-0.033926	-0.272892	0.336954	0.633128	-0.454106	-0.043929	-0.164377	-0.963757	0.012864	-0.406059	0.512702	0.338050	0.394973	-1.148533	0.292831	-0.197689	0.080936	-0.401326	0.689535
gss-0.5-11	0.709616	0.369791	-0.408039	-0.495860	-0.339481	0.301257	-0.235440	0.331373	0.337293	0.366826	-0.690756	-0.335940	-0.373834	-1.121362	0.367690	-0.153869	-0.000700	-1.089922	0.352338	-0.456903	0.373595	0.164621	0.389405	0.015281
gss-0.5-12	1.119647	-0.928554	-0.227715	0.025124	0.093354	-0.133730	-0.705160	0.888947	0.405323	0.557425	-0.355129	0.419427	0.583848	-0.313502	-0.043089	-0.338294	-0.408531	-0.503433	0.042405	1.584072	0.517360	-0.216125	-0.851328	0.016161
gss-0.5-13	-0.836499	-1.109096	0.374362	0.227114	0.350605	0.332819	0.051826	0.582048	-0.007636	-0.767338	-0.803005	-0.116117	-0.264266	-0.150670	0.393132	0.524396	-0.452054	0.801799	0.426912	-0.752314	0.614737	-0.495776	0.024997	-0.556661
gss-0.5-14	0.149156	0.411042	-0.324336	-0.440672	0.149756	0.540064	0.121184	0.285171	-0.097028	-0.264543	0.161727	0.111885	0.568135	1.250150	-0.139289	0.044129	-0.300116	0.444023	0.019584	0.139651	0.680984	-0.494187	-0.605535	-0.304418
gss-0.5-15	-0.410208	-0.183359	0.133082	-0.846568	0.212370	0.481149	-0.487110	-0.422359	-0.311834	0.123314	0.019382	0.270373	0.373258	-0.475402	-0.169572	-0.274368	-0.094781	0.043381	-0.068285	-0.026907	0.339444	-0.889241	-0.909641	0.471402
gss-0.5-16	-0.523024	-0.079533	-0.385661	0.318310	0.295899	-0.343514	-0.468543	-0.320478	0.168502	0.314405	0.224474	-0.325416	-0.489450	-0.666655	0.318498	0.621893	-0.202468	0.302258	-0.557978	-0.428479	0.104007	0.485400	-0.321728	0.136647
gss-0.5-17	-1.094396	-0.636364	-0.413380	-0.042094	0.428476	0.270502	-0.863201	-0.503954	0.265737	-0.058030	-0.031605	-0.635764	0.622764	-0.543379	0.779672	-0.098951	0.633098	-0.732730	0.475567	1.380335	0.426133	-0.296626	0.385085	-0.446361
gss-0.5-18	0.271085	-0.036738	0.249858	0.293753	-0.474488	-0.118076	-0.498434	-0.979189	-0.228279	0.477924	-0.119734	0.400122	-0.897118	-0.315136	-0.164282	-0.254469	-0.143899	-0.535438	-0.157229	0.511007	0.993880	-0.153964	0.735833	-1.070271
gss-0.5-19	0.088018	-0.916975	-0.299336	-0.727719	0.208887	0.139213	0.471984	0.141093	-0.194335	0.511625	-0.126282	0.430276	-0.099888	0.433143	-1.411570	-0.134318	-0.483578	-0.527444	0.161295	-0.031610	0.605357	-0.642754	0.105727	-0.497143
gss-0.5-20	-1.020783	-0.082631	-0.406774	0.442237	0.097696	0.779714	0.652835	-0.303995	0.565165	0.483225	-0.008547	-0.404483	-0.340703	-0.865121	0.479025	-0.478865	0.445805	-0.323059	0.379772	-0.446004	0.656720	-0.892882	-0.070123	0.047996
gss-0.5-21	0.294146	0.250951	-0.334739	-0.226731	-0.083647	0.361799	0.233418	0.210183	-0.358214	1.066001	0.654364	0.188964	-0.037608	-0.987965	-0.166381	0.474480	0.090741	-0.011881	-0.398069	0.164152	-0.463526	0.240625	0.107594	-0.101281
gss-0.5-22	-0.296293	0.181581	0.148891	-0.761726	-0.825696	0.024196	-0.060698	0.853306	-0.410154	-0.458787	-0.624130	-0.745341	-0.169574	0.833188	-0.542316	-0.134357	0.324494	1.084169	-0.386131	0.242424	-0.384064	-0.187838	-1.024386	0.644880
gss-0.5-23	-0.206234	0.132642	0.059001	-0.129985	0.131804	0.389200	0.059487	-0.014869	0.499298	0.025948	0.479024	0.121907	-0.822757	0.175114	-0.579999	0.563700	-0.132802	-0.393878	-0.278999	-0.202534	-0.873676	-0.714846	0.788343	0.490270
gss-0.5-24	-0.492725	0.605889	0.397649	-0.076307	-0.170238	0.129443	-0.357354	-0.665539	0.050666	0.806969	0.498159	0.594631	-0.346661	0.143100	0.190949	0.077408	0.408488	-0.150543	-0.223819	0.008251	-1.162848	-0.072575	-0.240624	-1.340824
gss-0.5-25	-0.276112	0.813514	-0.416690	0.427126	1.065451	-0.780337	0.156285	-0.261042	-0.095763	-0.159400	-0.274317	0.193714	-0.139522	-0.054880	1.032391	-0.527576	-0.564964	0.309996	-0.167919	0.001516	0.705743	-0.432398	0.564740	-0.066568
gss-0.5-26	0.601221	0.175451	-0.844885	-0.065418	-0.193585	-0.151528	1.038887	0.128151	0.173450	-0.287867	-0.518159	0.384375	-0.186568	0.283931	0.297885	-0.074665	0.650619	-0.394962	-0.543256	0.058445	0.084569	0.089936	-0.338624	0.205389
gss-0.5-27	-0.500505	0.706238	0.890714	-0.281575	-0.853392	0.287175	-0.066489	-1.095448	-0.814213	-0.099472	0.361745	-1.023990	0.646181	-0.242360	0.531839	-0.413886	0.057691	0.459050	0.310987	-0.332009	-0.203137	-1.062921	-0.045857	-0.202724
gss-0.5-28	0.360528	-0.155665	0.627433	0.018769	-0.202269	-0.056090	-0.014298	-0.106993	0.189290	0.342821	0.388656	-0.163667	0.251190	-0.503258	0.306713	-0.289439	0.460935	0.020026	0.210465	-0.799788	-0.176975	0.142168	0.776348	-0.140877
gss-0.5-29	0.163611	-0.213919	-0.285837	-0.960616	-0.512344	0.299787	-0.665130	0.167098	0.454744	0.287062	-0.328185	0.113697	-0.629109	0.313080	-0.011222	0.576402	-0.541029	0.200452	0.847871	0.644869	0.392945	0.568440	-0.504023	-0.240555
gss-0.5-30	0.592963	-0.165040	-0.428446	0.948469	-0.088051	0.223999	-0.258240	-0.148960	-0.096505	-0.316692	0.434098	0.694559	0.152054	0.331586	1.518198	1.039229	-0.325866	0.963857	0.248915	0.198796	0.205020	-0.464893	0.457747	-0.049782
gss-0.5-31	-0.170326	0.642663	-0.289638	0.445331	-0.274126	0.159043	0.547797	0.999958	0.100311	-0.003731	-0.738589	-0.364451	0.483893	0.535077	-0.152412	-0.206074	0.687342	-0.568764	0.025919	0.363196	0.455343	0.471425	-0.877619	0.291077
gss-0.5-32	0.082839	-0.091040	-0.541649	-0.161673	-0.368160	-0.293368	-0.337663	-0.196869	-0.670789	-0.189188	-0.020603	-0.641606	0.900240	-0.503441	0.000181	0.212353	-0.067056	0.316500	0.194174	-0.222092	-0.344758	0.265605	0.674621	0.504384
