#	ZT0	ZT2	ZT4	ZT6	ZT8	ZT10	ZT12	ZT14	ZT16	ZT18	ZT20	ZT22
gss-0.5-0	-0.669034	0.340438	-0.604921	0.516928	-0.033388	0.092125	-0.552907	-0.373865	-0.568989	0.714152	-0.366197	0.278495
gss-0.5-1	1.086543	0.184957	-0.882720	0.098375	0.899471	-0.487862	-0.518548	0.711364	-0.807335	-0.379061	-0.471997	-0.290579
gss-0.5-2	-0.051666	-0.323726	-0.067008	0.452525	-0.266293	-0.649140	-0.457229	-0.444069	0.202453	-0.274219	0.008436	-1.123102
gss-0.5-3	0.218276	0.727019	0.267362	0.469832	0.256542	0.220867	-0.336022	-0.945453	-0.869956	0.675322	0.701702	0.890581
gss-0.5-4	0.568825	-0.324389	-0.227372	0.100279	-0.921087	0.577620	-0.957463	-0.494003	-0.144938	0.298060	0.784388	0.791298
gss-0.5-5	0.655436	0.309462	0.166064	0.622886	-0.627750	0.308965	0.185002	-0.579697	0.279916	0.498650	0.218253	0.203560
gss-0.5-6	0.746121	-0.212272	0.097864	0.282744	0.052820	-1.285026	1.152624	0.451125	0.394257	0.074404	0.097987	0.704674
gss-0.5-7	0.523049	0.531239	-0.246551	-0.285567	0.429937	-0.657801	-0.636514	-0.068522	-0.487177	-0.144886	0.554523	-0.194572
gss-0.5-8	-0.153158	0.170929	-0.405353	-0.968962	-0.520371	-0.876900	0.093989	-0.410849	0.460452	-1.475659	-0.620559	-0.335417
gss-0.5-9	1.085980	0.337714	0.473229	-0.330095	1.023939	-0.094621	-0.409458	0.793167	-1.276184	0.525540	0.965115	0.781416
gss-0.5-10	0.675448	-0.021438	-0.343449	-0.272892	0.633128	-0.043929	-0.963757	-0.406059	0.338050	-1.148533	-0.197689	-0.401326
gss-0.5-11	0.709616	-0.408039	-0.339481	-0.235440	0.337293	-0.690756	-0.373834	0.367690	-0.000700	0.352338	0.373595	0.389405
gss-0.5-12	1.119647	-0.227715	0.093354	-0.705160	0.405323	-0.355129	0.583848	-0.043089	-0.408531	0.042405	0.517360	-0.851328
gss-0.5-13	-0.836499	0.374362	0.350605	0.051826	-0.007636	-0.803005	-0.264266	0.393132	-0.452054	0.426912	0.614737	0.024997
gss-0.5-14	0.149156	-0.324336	0.149756	0.121184	-0.097028	0.161727	0.568135	-0.139289	-0.300116	0.019584	0.680984	-0.605535
gss-0.5-15	-0.410208	0.133082	0.212370	-0.487110	-0.311834	0.019382	0.373258	-0.169572	-0.094781	-0.068285	0.339444	-0.909641
gss-0.5-16	-0.523024	-0.385661	0.295899	-0.468543	0.168502	0.224474	-0.489450	0.318498	-0.202468	-0.557978	0.104007	-0.321728
gss-0.5-17	-1.094396	-0.413380	0.428476	-0.863201	0.265737	-0.031605	0.622764	0.779672	0.633098	0.475567	0.426133	0.385085
gss-0.5-18	0.271085	0.249858	-0.474488	-0.498434	-0.228279	-0.119734	-0.897118	-0.164282	-0.143899	-0.157229	0.993880	0.735833
gss-0.5-19	0.088018	-0.299336	0.208887	0.471984	-0.194335	-0.126282	-0.099888	-1.411570	-0.483578	0.161295	0.605357	0.105727
gss-0.5-20	-1.020783	-0.406774	0.097696	0.652835	0.565165	-0.008547	-0.340703	0.479025	0.445805	0.379772	0.656720	-0.070123
gss-0.5-21	0.294146	-0.334739	-0.083647	0.233418	-0.358214	0.654364	-0.037608	-0.166381	0.090741	-0.398069	-0.463526	0.107594
gss-0.5-22	-0.296293	0.148891	-0.825696	-0.060698	-0.410154	-0.624130	-0.169574	-0.542316	0.324494	-0.386131	-0.384064	-1.024386
gss-0.5-23	-0.206234	0.059001	0.131804	0.059487	0.499298	0.479024	-0.822757	-0.579999	-0.132802	-0.278999	-0.873676	0.788343
gss-0.5-24	-0.492725	0.397649	-0.170238	-0.357354	0.050666	0.498159	-0.346661	0.190949	0.408488	-0.223819	-1.162848	-0.240624
gss-0.5-25	-0.276112	-0.416690	1.065451	0.156285	-0.095763	-0.274317	-0.139522	1.032391	-0.564964	-0.167919	0.705743	0.564740
gss-0.5-26	0.601221	-0.844885	-0.193585	1.038887	0.173450	-0.518159	-0.186568	0.297885	0.650619	-0.543256	0.084569	-0.338624
gss-0.5-27	-0.500505	0.890714	-0.853392	-0.066489	-0.814213	0.361745	0.646181	0.531839	0.057691	0.310987	-0.203137	-0.045857
gss-0.5-28	0.360528	0.627433	-0.202269	-0.014298	0.189290	0.388656	0.251190	0.306713	0.460935	0.210465	-0.176975	0.776348
gss-0.5-29	0.163611	-0.285837	-0.512344	-0.665130	0.454744	-0.328185	-0.629109	-0.011222	-0.541029	0.847871	0.392945	-0.504023
gss-0.5-30	0.592963	-0.428446	-0.088051	-0.258240	-0.096505	0.434098	0.152054	1.518198	-0.325866	0.248915	0.205020	0.457747
gss-0.5-31	-0.170326	-0.289638	-0.274126	0.547797	0.100311	-0.738589	0.483893	-0.152412	0.687342	0.025919	0.455343	-0.877619
gss-0.5-32	0.082839	-0.541649	-0.368160	-0.337663	-0.670789	-0.020603	0.900240	0.000181	-0.067056	0.194174	-0.344758	0.674621
gss-0.5-33	-0.442599	0.751386	0.132991	0.034368	-0.079005	0.223315	0.753181	0.058654	0.341045	0.114055	-0.842333	0.019244
gss-0.5-34	-0.669526	-0.346896	-0.725737	-0.612488	-0.096176	-1.071375	1.232182	-0.105135	0.086420	-0.467324	0.858551	0.062848
gss-0.5-35	-0.144276	0.304606	-0.024445	-0.218004	0.020132	0.534404	0.534556	0.015263	-0.745384	0.376850	-0.136935	1.128034
gss-0.5-36	-0.433729	0.545249	0.037097	0.294217	1.225830	0.010155	-0.498442	0.373690	0.351101	-0.390963	-0.200289	0.262505
