#	ZT0	ZT0	ZT2	ZT2	ZT4	ZT4	ZT6	ZT6	ZT8	ZT8	ZT10	ZT10	ZT12	ZT12	ZT14	ZT14	ZT16	ZT16	ZT18	ZT18	ZT20	ZT20	ZT22	ZT22
hsin-0.5-0	1.168340	1.247684	2.878335	1.954865	1.751177	1.413197	2.137657	2.488057	1.943082	2.654991	2.394359	2.143158	1.824009	1.054203	0.639909	1.544780	0.861523	-0.264247	-0.374520	0.018310	1.555927	0.300522	0.631681	0.947763
hsin-0.5-1	-0.290248	-0.193273	0.137998	0.783012	0.507774	0.158463	0.635529	1.865285	1.836848	2.481329	1.686323	1.625341	1.803890	2.319162	1.714598	2.158268	1.653665	1.921501	2.195787	1.385530	2.346453	1.257260	0.170263	-0.044124
hsin-0.5-2	0.826665	0.236083	0.385990	-0.009377	1.936098	1.885073	1.148004	1.623739	2.374528	1.054195	1.658865	1.908861	2.251393	2.497083	2.090622	2.354302	1.943443	2.120400	1.974072	1.603103	0.902695	2.001414	0.278990	0.313108
hsin-0.5-3	2.139722	2.007573	1.962714	1.836272	2.737017	1.792570	0.968560	1.974335	1.280772	1.414827	1.234616	0.528758	1.408723	-0.114858	0.365428	-0.152945	-0.053543	0.666042	0.178320	1.015084	2.072205	1.219364	1.301407	1.924106
hsin-0.5-4	0.248442	1.006700	0.708229	0.250607	1.369851	0.309536	1.399839	1.924015	1.322305	1.821303	2.642935	1.279280	2.409661	1.691333	1.706274	2.208018	2.390487	1.635310	1.387444	0.954095	1.662247	0.986424	1.299414	0.551198
hsin-0.5-5	0.493752	0.529176	0.897539	1.579962	1.379840	1.650681	3.073329	1.563280	1.464035	2.780843	1.788939	1.674552	2.648800	2.625952	1.191483	1.885978	1.652615	1.675224	1.359733	1.257785	0.452939	0.843254	0.469485	0.130867
hsin-0.5-6	-0.106303	0.040102	1.225735	0.485934	0.413690	1.975982	1.177138	2.013015	2.148434	2.120556	2.378986	1.784219	1.827291	1.074382	1.653098	1.782439	0.717684	1.833428	1.720097	1.874630	0.475246	1.361514	0.864784	0.658543
hsin-0.5-7	0.796940	0.605097	0.495447	0.138691	0.419806	0.665475	0.947742	0.922112	1.456597	1.163423	1.421733	2.027872	1.357758	2.039049	1.482878	2.094235	2.089769	1.759100	2.103499	1.333326	2.030863	0.713590	1.285299	1.437097
hsin-0.5-8	2.631755	1.626260	1.152620	1.618126	0.761810	2.009659	0.530194	1.119713	-1.018121	-0.052833	0.130575	0.979894	0.895657	0.000500	1.893463	1.186539	1.740706	1.580450	2.416604	1.801190	0.594764	1.455904	2.091739	1.624446
hsin-0.5-9	2.776526	2.572010	2.040150	2.310043	1.705707	1.639398	1.808492	0.843506	1.123821	1.370917	1.505427	1.382874	1.388726	0.981247	1.010200	1.099112	0.564412	0.529586	-0.135896	-0.224484	1.178926	0.473959	1.596923	1.492663
hsin-0.5-10	2.718444	2.701697	1.779762	1.231467	2.135106	1.269199	1.512362	1.385186	1.400149	0.944889	-0.115382	0.985179	0.620715	-0.585436	-0.278495	-0.617222	0.406093	-0.725331	1.572315	1.331074	0.425157	1.803182	1.546952	1.197721
hsin-0.5-11	1.371947	1.117612	0.460348	1.274057	1.091176	0.981083	1.223575	1.745375	2.103389	1.364358	0.919538	2.471961	2.141378	1.622392	1.287814	0.719366	0.851600	1.233800	1.653967	1.072406	0.692686	0.000124	-0.487591	-0.234059
hsin-0.5-12	1.512519	2.135462	2.634966	2.070442	1.551690	1.437398	1.797570	2.625140	1.561968	1.509244	1.173671	0.860328	1.065045	0.781035	-0.314843	0.533740	0.070870	1.195311	1.263147	0.960916	1.314801	1.462191	2.384950	1.782483
hsin-0.5-13	0.234606	-0.113698	1.602217	0.629649	1.237126	1.435224	1.650187	1.444938	2.176084	1.186966	2.779449	2.426583	1.453513	1.599161	2.332428	1.630337	1.617719	1.527693	1.204759	1.627722	0.582052	0.429034	0.657531	1.243741
hsin-0.5-14	0.598442	2.100865	0.433654	1.396992	1.940060	2.169752	1.235946	2.385997	2.377210	1.976347	1.773623	2.627347	2.682447	2.109303	1.206147	0.897928	1.250695	1.355992	0.485639	1.277565	-0.108100	-0.239485	-0.165035	0.567538
hsin-0.5-15	1.051648	1.907052	0.424771	0.057130	-0.273613	0.421665	0.145870	-0.282545	1.623601	1.325418	1.100031	0.427413	1.223439	2.012007	2.353029	1.584402	2.150198	2.528872	2.450490	1.602453	0.670932	1.092004	2.047754	2.126008
hsin-0.5-16	2.662537	0.366329	2.096879	1.147169	2.644373	1.663827	1.963789	2.111495	0.301056	0.577576	0.454313	0.699786	0.242294	-0.011853	0.995214	0.239605	0.772924	1.299506	0.790636	1.262932	1.904476	1.369975	1.309427	2.128791
hsin-0.5-17	1.264267	0.416421	0.234903	0.106115	0.259671	0.195832	1.053345	1.817175	1.579337	1.124884	1.455059	1.783915	2.465993	1.857935	1.828641	2.259535	2.280821	1.559942	2.300462	1.466521	0.965795	1.668624	-0.179002	1.644060
hsin-0.5-18	0.004706	1.241556	0.098712	0.973862	0.107046	0.231926	0.545025	0.702986	0.994599	0.887532	1.430587	0.458468	1.494207	1.857869	0.796149	2.086643	2.176070	1.288870	1.698217	1.519628	1.785887	1.459602	0.363530	1.386710
hsin-0.5-19	0.864537	1.572386	2.053345	0.973368	0.702593	1.284182	1.591856	1.918008	1.448491	2.438968	2.001635	0.842612	1.532698	1.962933	1.526890	1.366947	0.409677	1.048653	0.328033	1.067422	0.351370	0.584172	-0.124157	1.255500
