#	ZT0	ZT2	ZT4	ZT6	ZT8	ZT10	ZT12	ZT14	ZT16	ZT18	ZT20	ZT22
hsin-0.5-0	1.168340	2.878335	1.751177	2.137657	1.943082	2.394359	1.824009	0.639909	0.861523	-0.374520	1.555927	0.631681
hsin-0.5-1	-0.290248	0.137998	0.507774	0.635529	1.836848	1.686323	1.803890	1.714598	1.653665	2.195787	2.346453	0.170263
hsin-0.5-2	0.826665	0.385990	1.936098	1.148004	2.374528	1.658865	2.251393	2.090622	1.943443	1.974072	0.902695	0.278990
hsin-0.5-3	2.139722	1.962714	2.737017	0.968560	1.280772	1.234616	1.408723	0.365428	-0.053543	0.178320	2.072205	1.301407
hsin-0.5-4	0.248442	0.708229	1.369851	1.399839	1.322305	2.642935	2.409661	1.706274	2.390487	1.387444	1.662247	1.299414
hsin-0.5-5	0.493752	0.897539	1.379840	3.073329	1.464035	1.788939	2.648800	1.191483	1.652615	1.359733	0.452939	0.469485
hsin-0.5-6	-0.106303	1.225735	0.413690	1.177138	2.148434	2.378986	1.827291	1.653098	0.717684	1.720097	0.475246	0.864784
hsin-0.5-7	0.796940	0.495447	0.419806	0.947742	1.456597	1.421733	1.357758	1.482878	2.089769	2.103499	2.030863	1.285299
hsin-0.5-8	2.631755	1.152620	0.761810	0.530194	-1.018121	0.130575	0.895657	1.893463	1.740706	2.416604	0.594764	2.091739
hsin-0.5-9	2.776526	2.040150	1.705707	1.808492	1.123821	1.505427	1.388726	1.010200	0.564412	-0.135896	1.178926	1.596923
hsin-0.5-10	2.718444	1.779762	2.135106	1.512362	1.400149	-0.115382	0.620715	-0.278495	0.406093	1.572315	0.425157	1.546952
hsin-0.5-11	1.371947	0.460348	1.091176	1.223575	2.103389	0.919538	2.141378	1.287814	0.851600	1.653967	0.692686	-0.487591
hsin-0.5-12	1.512519	2.634966	1.551690	1.797570	1.561968	1.173671	1.065045	-0.314843	0.070870	1.263147	1.314801	2.384950
hsin-0.5-13	0.234606	1.602217	1.237126	1.650187	2.176084	2.779449	1.453513	2.332428	1.617719	1.204759	0.582052	0.657531
hsin-0.5-14	0.598442	0.433654	1.940060	1.235946	2.377210	1.773623	2.682447	1.206147	1.250695	0.485639	-0.108100	-0.165035
hsin-0.5-15	1.051648	0.424771	-0.273613	0.145870	1.623601	1.100031	1.223439	2.353029	2.150198	2.450490	0.670932	2.047754
hsin-0.5-16	2.662537	2.096879	2.644373	1.963789	0.301056	0.454313	0.242294	0.995214	0.772924	0.790636	1.904476	1.309427
hsin-0.5-17	1.264267	0.234903	0.259671	1.053345	1.579337	1.455059	2.465993	1.828641	2.280821	2.300462	0.965795	-0.179002
hsin-0.5-18	0.004706	0.098712	0.107046	0.545025	0.994599	1.430587	1.494207	0.796149	2.176070	1.698217	1.785887	0.363530
hsin-0.5-19	0.864537	2.053345	0.702593	1.591856	1.448491	2.001635	1.532698	1.526890	0.409677	0.328033	0.351370	-0.124157
