#	ZT0	ZT0	ZT0	ZT2	ZT2	ZT2	ZT4	ZT4	ZT4	ZT6	ZT6	ZT6	ZT8	ZT8	ZT8	ZT10	ZT10	ZT10	ZT12	ZT12	ZT12	ZT14	ZT14	ZT14	ZT16	ZT16	ZT16	ZT18	ZT18	ZT18	ZT20	ZT20	ZT20	ZT22	ZT22	ZT22
hsin-0.5-0	1.168340	1.247684	1.279506	2.878335	1.954865	1.132468	1.751177	1.413197	2.901565	2.137657	2.488057	1.375277	1.943082	2.654991	1.339049	2.394359	2.143158	2.125747	1.824009	1.054203	1.789917	0.639909	1.544780	0.826343	0.861523	-0.264247	-0.226786	-0.374520	0.018310	0.023068	1.555927	0.300522	1.615657	0.631681	0.947763	1.689371
hsin-0.5-1	-0.290248	-0.193273	0.899474	0.137998	0.783012	0.455018	0.507774	0.158463	0.136935	0.635529	1.865285	0.638565	1.836848	2.481329	1.422380	1.686323	1.625341	1.746597	1.803890	2.319162	1.924167	1.714598	2.158268	2.728793	1.653665	1.921501	2.300838	2.195787	1.385530	1.571915	2.346453	1.257260	2.017834	0.170263	-0.044124	0.932024
hsin-0.5-2	0.826665	0.236083	-0.257766	0.385990	-0.009377	1.113783	1.936098	1.885073	1.124229	1.148004	1.623739	1.251304	2.374528	1.054195	2.230250	1.658865	1.908861	2.252317	2.251393	2.497083	2.992493	2.090622	2.354302	1.817939	1.943443	2.120400	1.191483	1.974072	1.603103	0.403502	0.902695	2.001414	0.274881	0.278990	0.313108	1.660178
hsin-0.5-3	2.139722	2.007573	2.336733	1.962714	1.836272	2.825343	2.737017	1.792570	1.750793	0.968560	1.974335	1.865282	1.280772	1.414827	1.467007	1.234616	0.528758	1.702551	1.408723	-0.114858	0.751585	0.365428	-0.152945	1.230293	-0.053543	0.666042	0.294635	0.178320	1.015084	-0.173133	2.072205	1.219364	1.378344	1.301407	1.924106	2.410223
hsin-0.5-4	0.248442	1.006700	0.622620	0.708229	0.250607	-0.029794	1.369851	0.309536	-0.032018	1.399839	1.924015	1.642819	1.322305	1.821303	1.043400	2.642935	1.279280	1.897901	2.409661	1.691333	2.367242	1.706274	2.208018	1.660290	2.390487	1.635310	1.523808	1.387444	0.954095	1.018596	1.662247	0.986424	1.675646	1.299414	0.551198	1.146789
hsin-0.5-5	0.493752	0.529176	0.294133	0.897539	1.579962	1.323112	1.379840	1.650681	1.540085	3.073329	1.563280	1.226725	1.464035	2.780843	2.133764	1.788939	1.674552	0.873440	2.648800	2.625952	1.754184	1.191483	1.885978	2.241449	1.652615	1.675224	0.649511	1.359733	1.257785	0.564926	0.452939	0.843254	0.166782	0.469485	0.130867	-0.702140
hsin-0.5-6	-0.106303	0.040102	0.571148	1.225735	0.485934	0.468360	0.413690	1.975982	0.820519	1.177138	2.013015	1.786733	2.148434	2.120556	2.077880	2.378986	1.784219	2.275185	1.827291	1.074382	2.381221	1.653098	1.782439	2.221375	0.717684	1.833428	1.638699	1.720097	1.874630	1.314335	0.475246	1.361514	0.857607	0.864784	0.658543	0.038998
hsin-0.5-7	0.796940	0.605097	0.313226	0.495447	0.138691	0.726030	0.419806	0.665475	-0.788501	0.947742	0.922112	0.473991	1.456597	1.163423	1.169623	1.421733	2.027872	1.719189	1.357758	2.039049	1.788520	1.482878	2.094235	2.919547	2.089769	1.759100	1.736993	2.103499	1.333326	1.536873	2.030863	0.713590	1.847708	1.285299	1.437097	1.995840
hsin-0.5-8	2.631755	1.626260	1.568276	1.152620	1.618126	0.612681	0.761810	2.009659	0.939450	0.530194	1.119713	0.831182	-1.018121	-0.052833	0.236039	0.130575	0.979894	0.723946	0.895657	0.000500	0.789990	1.893463	1.186539	1.897470	1.740706	1.580450	1.530834	2.416604	1.801190	2.055627	0.594764	1.455904	1.955073	2.091739	1.624446	2.123487
hsin-0.5-9	2.776526	2.572010	1.636765	2.040150	2.310043	2.541165	1.705707	1.639398	1.359288	1.808492	0.843506	2.135831	1.123821	1.370917	1.207780	1.505427	1.382874	1.582208	1.388726	0.981247	1.569081	1.010200	1.099112	0.497290	0.564412	0.529586	0.425692	-0.135896	-0.224484	0.412686	1.178926	0.473959	0.310065	1.596923	1.492663	1.523578
hsin-0.5-10	2.718444	2.701697	2.355624	1.779762	1.231467	1.866036	2.135106	1.269199	1.977970	1.512362	1.385186	0.713199	1.400149	0.944889	2.340256	-0.115382	0.985179	1.074521	0.620715	-0.585436	0.595361	-0.278495	-0.617222	0.708837	0.406093	-0.725331	0.272263	1.572315	1.331074	1.199317	0.425157	1.803182	0.624869	1.546952	1.197721	1.821650
hsin-0.5-11	1.371947	1.117612	0.831105	0.460348	1.274057	0.840646	1.091176	0.981083	0.792779	1.223575	1.745375	1.601438	2.103389	1.364358	1.756876	0.919538	2.471961	1.939238	2.141378	1.622392	1.254259	1.287814	0.719366	1.151367	0.851600	1.233800	1.479349	1.653967	1.072406	0.413353	0.692686	0.000124	-0.123396	-0.487591	-0.234059	0.520506
hsin-0.5-12	1.512519	2.135462	1.861903	2.634966	2.070442	1.737632	1.551690	1.437398	1.834377	1.797570	2.625140	1.732975	1.561968	1.509244	1.409476	1.173671	0.860328	1.435158	1.065045	0.781035	0.089375	-0.314843	0.533740	0.242705	0.070870	1.195311	-0.067446	1.263147	0.960916	0.403665	1.314801	1.462191	1.293950	2.384950	1.782483	1.293106
hsin-0.5-13	0.234606	-0.113698	0.191729	1.602217	0.629649	0.921883	1.237126	1.435224	1.461430	1.650187	1.444938	1.446576	2.176084	1.186966	2.090775	2.779449	2.426583	2.066429	1.453513	1.599161	2.532535	2.332428	1.630337	2.305741	1.617719	1.527693	1.265927	1.204759	1.627722	1.755812	0.582052	0.429034	1.315821	0.657531	1.243741	0.489874
hsin-0.5-14	0.598442	2.100865	-0.017674	0.433654	1.396992	1.879328	1.940060	2.169752	1.434214	1.235946	2.385997	2.565957	2.377210	1.976347	2.018252	1.773623	2.627347	2.467882	2.682447	2.109303	1.537294	1.206147	0.897928	1.503870	1.250695	1.355992	1.110047	0.485639	1.277565	0.435497	-0.108100	-0.239485	0.343337	-0.165035	0.567538	-0.184830
hsin-0.5-15	1.051648	1.907052	1.903824	0.424771	0.057130	1.318049	-0.273613	0.421665	-0.621344	0.145870	-0.282545	0.616691	1.623601	1.325418	0.329395	1.100031	0.427413	1.441189	1.223439	2.012007	1.940218	2.353029	1.584402	1.522794	2.150198	2.528872	2.142930	2.450490	1.602453	1.088277	0.670932	1.092004	1.683135	2.047754	2.126008	1.906786
hsin-0.5-16	2.662537	0.366329	2.061108	2.096879	1.147169	2.123224	2.644373	1.663827	2.140994	1.963789	2.111495	1.160359	0.301056	0.577576	0.940411	0.454313	0.699786	0.648598	0.242294	-0.011853	0.115279	0.995214	0.239605	-0.252515	0.772924	1.299506	1.407973	0.790636	1.262932	1.310715	1.904476	1.369975	1.290545	1.309427	2.128791	2.025067
hsin-0.5-17	1.264267	0.416421	0.683128	0.234903	0.106115	0.052334	0.259671	0.195832	1.492217	1.053345	1.817175	0.555739	1.579337	1.124884	1.804123	1.455059	1.783915	1.250514	2.465993	1.857935	2.415340	1.828641	2.259535	1.788953	2.280821	1.559942	2.339412	2.300462	1.466521	2.420285	0.965795	1.668624	1.784982	-0.179002	1.644060	0.937649
hsin-0.5-18	0.004706	1.241556	0.281395	0.098712	0.973862	-0.359598	0.107046	0.231926	0.368049	0.545025	0.702986	2.019313	0.994599	0.887532	1.609915	1.430587	0.458468	2.043519	1.494207	1.857869	2.309363	0.796149	2.086643	2.157210	2.176070	1.288870	1.703532	1.698217	1.519628	2.381873	1.785887	1.459602	1.107270	0.363530	1.386710	1.749525
hsin-0.5-19	0.864537	1.572386	1.547403	2.053345	0.973368	1.014554	0.702593	1.284182	1.901161	1.591856	1.918008	2.821706	1.448491	2.438968	2.424854	2.001635	0.842612	1.548640	1.532698	1.962933	1.740355	1.526890	1.366947	1.729390	0.409677	1.048653	2.322536	0.328033	1.067422	0.916996	0.351370	0.584172	-0.051734	-0.124157	1.255500	0.337151
hsin-0.5-20	1.256546	1.680487	2.196140	1.969301	1.089003	2.015434	0.709933	0.541307	0.533435	0.994509	0.208671	0.962678	1.264437	0.431205	-0.374237	1.051130	0.528922	-0.394310	0.668696	1.266181	1.242010	0.969146	1.839877	2.139731	1.855272	1.794714	1.459368	2.024086	2.383298	2.862623	1.484723	2.356786	2.020188	1.269230	1.748733	1.815125
hsin-0.5-21	-0.311015	0.396217	0.268018	-0.160066	0.257757	0.780023	0.348499	1.111987	1.221297	0.811196	0.872084	2.375367	1.895893	1.271408	1.701184	1.725779	1.735185	1.364922	2.310598	2.093098	2.871281	2.620541	1.630127	1.635160	2.419736	1.633502	2.021902	1.002272	1.014324	1.501887	1.309417	1.645111	2.776600	-0.002274	1.182972	0.723475
hsin-0.5-22	1.863287	1.958540	2.102341	1.863178	0.470464	0.928396	1.299687	0.833479	0.988914	0.061882	0.325808	0.777241	0.543174	-0.372572	-0.080229	0.038973	0.302427	0.193772	1.359969	0.565203	0.465700	1.590695	0.378053	1.761372	1.341371	0.762297	1.853809	2.118749	1.472061	1.514300	2.349574	1.187160	0.593014	1.615676	1.526167	1.128050
hsin-0.5-23	2.909741	1.822746	2.212381	2.107522	1.747503	2.443526	1.440894	1.478757	2.097950	1.676320	0.676001	1.064833	1.214128	1.314873	0.711241	0.845542	1.087026	-0.020225	0.992125	0.241443	-0.044109	0.569758	0.201206	0.512516	1.660438	0.569557	0.918369	1.436356	1.032526	0.545529	1.460176	2.360622	1.720085	2.507991	0.889602	1.886975
hsin-0.5-24	2.155650	1.723360	0.651598	1.872223	1.266928	2.026939	2.161562	2.191143	2.250994	1.010604	2.012291	2.176553	2.507723	0.054511	0.783015	1.022192	0.916982	0.528055	0.401795	0.274537	1.196311	0.502799	1.237611	0.408575	-0.095673	0.525749	-0.455989	1.243205	1.634826	0.810610	1.072406	1.931276	1.781248	1.154569	1.289112	2.151175
