#	ZT0	ZT0	ZT0	ZT2	ZT2	ZT2	ZT4	ZT4	ZT4	ZT6	ZT6	ZT6	ZT8	ZT8	ZT8	ZT10	ZT10	ZT10	ZT12	ZT12	ZT12	ZT14	ZT14	ZT14	ZT16	ZT16	ZT16	ZT18	ZT18	ZT18	ZT20	ZT20	ZT20	ZT22	ZT22	ZT22
sin-0.5-0	0.399925	1.157548	0.144140	1.317472	0.556040	1.224387	1.558300	0.533304	1.115376	0.629088	-0.449555	0.996445	-0.728978	-0.235464	-0.530531	-0.668010	0.220528	-0.553349	-0.352138	-0.481467	-0.663601	-1.325846	-1.031296	-1.109576	-0.463444	0.067886	-0.981601	0.442239	-0.538936	-0.350571	-0.301493	0.491724	0.395598	0.787762	0.673508	1.066827
sin-0.5-1	0.105995	1.434245	0.269313	0.940662	-0.410256	1.176700	-0.025575	-0.039254	0.014524	-0.128588	-0.071339	-0.210144	-1.652167	-1.162475	-1.492416	-1.571075	-0.487428	-1.260530	-0.830009	-0.407737	-0.700101	-0.354723	-1.229504	-0.100230	0.423465	-0.891703	0.105746	1.387528	0.410975	0.682974	1.511649	1.174641	1.200759	0.678526	1.327529	1.062921
sin-0.5-2	0.229124	0.558384	-0.326310	0.341397	-0.309001	-0.788613	-1.181901	-1.597825	-0.334008	-1.593256	-0.596703	-1.964357	-0.011295	-1.173181	-0.567795	-0.760615	0.038251	-0.647475	0.264878	-0.435614	-1.859326	0.596070	-0.211286	0.989876	1.721725	0.761661	0.550848	0.969517	1.058733	0.473104	0.915917	0.434925	0.982857	0.039947	1.941087	0.930872
sin-0.5-3	-1.674817	-1.261562	-0.338545	-0.418645	-1.397618	-0.799002	-0.080230	-0.398886	-0.079493	-0.242436	0.061864	0.558923	1.641958	0.583883	1.156904	0.583289	1.006266	1.401304	1.187376	1.312268	0.280877	1.509959	0.649541	0.629898	-0.259333	0.097777	0.081861	-0.362457	0.075275	0.070148	-0.030692	-1.220130	-0.884592	-1.408603	-1.738895	-1.841354
sin-0.5-4	0.129486	-0.943613	-0.370123	0.960681	-0.751905	-0.334087	-0.107198	-0.121134	-0.445053	0.883850	0.803414	1.307983	0.679497	1.390609	0.263918	1.382803	-0.043514	0.877667	0.412596	1.094449	0.871777	0.495354	0.128458	-0.131302	0.591240	-1.136058	-0.918193	-0.535959	-0.587786	-0.079738	-2.331041	-1.140962	-1.549565	-0.920401	-2.064092	-1.498282
sin-0.5-5	0.084001	0.875720	0.329340	-0.357439	-1.028811	-0.069247	-1.568628	-0.582002	-0.189196	-0.639984	-0.706564	-0.786724	-0.849762	-1.145480	-1.497892	-1.063268	-0.958042	-0.846102	0.130240	0.042994	-0.185563	-0.140925	0.559683	0.818632	1.011494	0.671504	1.363866	0.023870	-0.028539	0.340557	0.370368	1.222863	1.192758	0.609681	1.130141	0.397008
sin-0.5-6	1.440660	0.861284	1.402503	0.631781	0.968184	0.809246	1.199451	-0.113089	0.889404	-0.099643	0.220112	0.333057	-1.235910	-0.240095	0.107288	-0.406228	-1.399570	-1.083428	-0.862464	-0.476183	-0.694688	-0.931021	-0.597994	-1.341025	-0.381947	-0.268868	-1.256345	-0.619148	0.091431	0.162787	0.244235	-0.171622	0.624391	1.142998	0.828333	1.279448
sin-0.5-7	1.067520	0.745827	1.016988	0.750619	0.192796	0.997124	0.634325	0.886190	0.371499	-0.742954	-0.230902	-0.172167	-1.282884	-1.333410	-1.113258	-1.712534	-1.598786	-0.013665	-1.107992	-1.518082	-1.278775	-0.484290	-1.282354	-0.963538	0.121198	-0.203147	-1.141481	0.697638	0.118080	0.250271	1.254181	1.070265	0.718345	1.416202	0.507091	1.597809
sin-0.5-8	-1.330184	-1.098136	-0.858501	-1.086205	-0.855832	-1.409212	-0.097180	-0.856055	-0.601938	-0.543278	0.383629	0.119319	-0.041375	-0.299326	-0.016077	0.751421	0.292017	1.177461	0.123482	0.305856	0.121671	2.358669	0.599913	0.816114	0.495491	0.737958	0.997866	0.860161	0.711406	0.638264	-0.224936	0.055374	-0.675417	-1.324123	1.302121	-0.693607
sin-0.5-9	-1.609179	-1.047243	0.042217	-0.840375	-1.091990	-1.040981	-1.930863	-1.472523	-1.031559	-0.548961	-0.483660	-0.526219	0.334913	0.098326	0.340582	0.469864	0.757774	0.609353	0.604407	1.227600	0.505698	0.692583	1.325436	1.645963	0.410031	0.733919	0.094580	0.353271	0.843762	0.080132	0.194262	-0.286614	0.136880	0.110621	-0.934625	-0.454849
sin-0.5-10	-0.139605	-0.857672	-0.601220	-0.275361	-0.048972	1.018996	-1.450806	-1.070511	-0.531208	-1.289296	-1.085620	-0.916063	-1.206436	-1.218982	-0.519348	0.100907	0.102858	-0.442057	-0.262576	-0.056589	1.275857	0.227540	-0.027270	0.578696	0.692953	0.680393	1.361646	1.344256	0.618730	1.657339	1.238886	0.662043	1.233530	-0.585673	0.135481	0.345241
sin-0.5-11	1.008285	1.290452	0.496747	0.254913	0.364204	1.193528	1.221395	0.541489	1.194373	0.933566	0.010370	0.630742	0.355708	0.374054	-0.534930	-0.050854	-0.436849	-0.930445	-0.827718	-1.487276	-0.732085	-1.120245	-0.679678	-1.815839	-1.569731	-0.643274	-0.854114	-0.380738	0.562867	-0.182474	-0.152627	0.051434	1.031317	-0.272364	-0.070407	0.838986
sin-0.5-12	0.129268	2.192925	0.567338	-0.055279	0.308979	0.794346	0.299852	1.416172	0.823349	0.855951	1.718709	1.244005	1.608339	0.326957	0.225349	-0.493966	0.161132	0.052059	-0.313334	-0.728729	-0.057971	-1.105867	-0.740774	-0.057241	-1.393086	-1.516621	-1.142077	-0.763678	-0.874606	-0.555125	-0.214156	0.003587	0.306463	0.155635	0.578553	0.659400
sin-0.5-13	-1.842031	-1.443245	-0.660742	0.008399	-0.546239	0.004250	-0.081049	-0.534624	-0.916191	0.797051	0.686572	-0.940555	0.678061	0.712680	0.236851	1.204973	0.988652	0.929360	0.015132	0.944765	-0.506237	0.701188	-0.174193	1.318117	-0.567234	-0.119215	1.379156	-0.466615	-0.957980	-0.063725	-1.315309	-0.749012	-0.546843	-1.429948	-1.011585	-0.920898
