#	ZT0	ZT0	ZT2	ZT2	ZT4	ZT4	ZT6	ZT6	ZT8	ZT8	ZT10	ZT10	ZT12	ZT12	ZT14	ZT14	ZT16	ZT16	ZT18	ZT18	ZT20	ZT20	ZT22	ZT22
step-0.5-0	1.059820	1.179861	1.489155	2.428465	2.314444	1.720876	0.268738	0.226717	0.261610	-1.063727	0.763206	0.708227	-0.740304	-0.393312	-0.077604	0.755050	0.488467	0.075527	2.525960	1.243951	2.478213	1.996793	2.098719	1.921309
step-0.5-1	0.356819	-0.596224	-0.430152	-0.025889	1.569323	2.029231	1.345697	2.063275	1.479041	1.634885	2.098381	1.644973	2.120916	2.542891	2.755391	1.931614	0.380713	-0.309359	0.333588	-0.472248	0.595158	0.148120	-0.218781	0.022375
step-0.5-2	2.348939	2.939781	2.007994	1.554622	2.059646	1.449439	2.530235	2.322628	1.566525	2.022397	0.928476	0.542671	0.544275	0.096583	-0.501123	-0.832342	0.338773	0.246993	-0.046476	0.257043	-0.314901	-0.648446	2.490534	1.324149
step-0.5-3	2.360596	2.635346	1.832616	1.770945	2.931403	1.139521	-0.330171	0.178928	0.523225	0.109888	-0.340629	0.646960	0.150972	0.237090	-0.515633	0.080654	0.280704	-0.047359	1.744143	1.268797	2.439883	2.336271	2.382577	2.160208
step-0.5-4	2.249433	2.032981	2.271144	1.936281	1.331246	2.681372	0.846726	-0.811077	0.309753	-0.605549	0.150557	-0.310871	0.235180	0.264557	0.500050	-0.095033	0.276512	0.030313	1.959872	1.549177	1.832141	1.703448	1.987285	1.926973
step-0.5-5	0.819313	0.535780	0.532850	-0.102463	0.078709	-0.227953	0.231608	-0.186292	-1.008508	-0.521976	0.690045	0.836287	1.994661	1.020855	1.961388	2.077972	1.304420	2.327335	2.123597	1.588300	1.963568	1.680361	1.405130	1.661650
step-0.5-6	-0.130028	-0.193294	0.104699	-1.379802	1.709255	2.109288	2.005441	2.345067	2.292817	2.154190	2.613982	1.830658	1.101198	2.743015	1.798188	1.678872	-0.307820	0.635095	-0.093453	-0.060406	-0.001579	0.235106	-0.051244	-0.476455
step-0.5-7	0.387598	0.391391	1.895996	1.957039	2.419034	2.355872	2.531782	1.784524	2.344833	1.699525	2.105907	2.306269	1.579119	1.839858	0.672169	-0.042473	-0.095716	-0.483406	-0.063546	0.387617	-0.689799	-0.358183	0.034908	0.451384
step-0.5-8	1.694538	2.324183	1.651154	2.552681	1.804424	1.457885	1.716521	1.995531	1.995016	2.422275	2.681303	2.219857	0.080184	0.027797	-0.050338	0.551297	0.017699	-0.419974	0.418724	0.242305	-0.488997	-0.282652	-0.638682	-0.206324
step-0.5-9	1.969435	2.134927	2.650633	1.858382	1.981028	1.740090	2.201685	3.113735	2.684223	1.720323	2.217927	2.157236	0.214807	1.000198	-0.260307	-0.482076	-1.421594	-0.515435	0.022978	-0.888060	0.009012	-0.297454	0.003386	0.492574
step-0.5-10	0.119873	0.035004	1.764732	1.373110	1.605190	2.179519	1.919028	1.910096	1.582611	2.221754	2.239850	2.327015	2.553504	2.088595	-0.782344	0.132883	-0.867378	-0.010396	0.352152	0.264726	-0.752467	-0.087718	0.285909	0.069178
step-0.5-11	1.771856	2.224040	-0.278958	0.561180	0.302289	-0.596505	-0.495744	0.247878	0.250458	0.285217	0.108016	-0.286169	-0.255592	-0.666408	2.216696	1.819186	1.335073	2.373278	0.945448	1.557941	1.530230	1.357732	1.844702	2.107750
step-0.5-12	1.948337	0.901697	1.009479	0.236614	-0.568046	-0.018052	-0.252337	-0.640945	-0.588732	0.478411	-0.104480	0.436458	0.418435	0.904729	2.749428	2.610691	2.030351	1.745170	1.743672	2.926258	1.290013	2.013664	2.201344	1.360251
step-0.5-13	1.959069	1.907044	-0.236262	0.020365	0.130780	-0.120521	0.108274	0.169357	0.022821	0.781065	0.234038	0.311553	-1.022720	0.403921	2.333213	2.335046	2.221711	1.183273	2.534276	2.336756	1.262320	2.605155	1.526593	2.280277
step-0.5-14	2.205007	1.033604	2.411439	1.133451	2.152797	2.790751	0.390424	-0.015496	-0.327122	0.971072	0.296780	0.424855	-0.069980	-0.047774	0.471833	-0.390114	0.620962	0.283852	1.993411	3.039369	1.801859	1.487392	1.837824	2.318970
step-0.5-15	-0.261981	-0.175209	0.143348	0.178694	0.260157	-0.888604	0.936538	2.145371	1.577184	2.085927	2.167705	1.812027	2.243841	2.859267	2.581244	1.649689	2.230087	1.977585	0.015287	-0.326501	0.663259	-0.201815	0.264134	0.710678
step-0.5-16	1.289075	2.650004	2.304575	1.643592	2.062049	2.747166	2.389465	1.444841	-0.160622	-1.070294	0.673640	-0.044339	-0.036028	-0.629322	0.200350	0.092415	0.058714	-0.197967	0.209455	-0.174337	1.429459	1.461545	1.644036	2.005115
step-0.5-17	0.316408	-0.144902	0.221914	-0.666877	0.131044	0.053269	0.023310	0.013941	2.268087	2.009374	1.218684	1.667365	2.456330	1.555455	2.666275	2.553006	1.997703	1.358327	2.483830	1.636164	-0.205896	-0.025919	-0.293741	-0.125456
step-0.5-18	3.005871	0.989333	1.615893	1.813060	2.278552	1.996152	1.768472	2.428134	1.504131	2.337564	0.371427	-0.125157	0.175898	-0.062947	0.102729	-0.355378	0.479232	-0.491048	0.556905	0.097064	0.091602	-0.070313	2.621496	2.799530
step-0.5-19	0.254641	-0.985879	1.520697	1.978830	2.506886	1.975871	1.851154	1.917004	3.054530	2.144696	1.718602	2.428279	2.830973	2.716547	0.319590	0.200731	0.102397	0.472945	0.252446	-0.538878	0.402860	0.027542	-0.340787	1.718620
step-0.5-20	1.713652	1.873746	1.994083	1.553962	1.884639	1.786949	2.021650	1.541892	0.449255	0.280310	0.997055	-0.194229	-0.147909	0.253283	-0.653456	0.290907	-0.352053	-0.017336	-0.497715	0.609324	2.268445	1.556599	1.900489	1.587655
step-0.5-21	1.911929	0.889930	1.947376	1.352577	1.246416	2.396704	1.352446	1.871694	1.472849	1.564613	2.124398	1.884458	0.841352	0.442887	-0.031475	0.043575	0.215883	-0.741383	0.263522	-0.761477	-0.044413	-0.413391	0.321162	0.826427
step-0.5-22	2.044726	2.331328	2.621153	2.291882	1.319414	1.562174	2.459460	2.097116	2.583630	2.427677	2.533798	2.245875	0.687215	-0.107189	0.195024	0.070954	0.368887	-0.174113	-0.397391	0.756339	0.360931	-0.801558	0.814883	0.183348
step-0.5-23	-0.388337	0.402337	0.005177	-0.213138	0.650740	-1.058973	0.322964	-0.416825	1.611734	1.366315	1.413207	1.821097	1.993065	1.909007	1.894866	1.852295	1.019345	2.361606	2.007314	1.793130	0.326102	0.459353	-0.002234	1.229343
step-0.5-24	2.505148	2.136320	0.242851	-0.024413	-0.415671	-0.800624	0.069913	0.548248	-0.701997	0.522080	-0.089428	0.023808	1.029319	-0.632087	1.726464	1.989775	1.751917	2.240102	1.736106	1.260765	1.900522	1.985040	1.926665	2.421527
step-0.5-25	1.882639	2.293387	-0.138793	0.393557	-0.620058	0.598756	-0.710104	0.215333	0.400720	0.013310	-0.101062	1.326892	0.473560	0.558154	1.620662	2.251073	1.249262	2.412579	1.211856	1.962301	2.349479	1.819996	0.860738	2.495379
step-0.5-26	-1.071574	0.293743	-0.291907	-0.066720	-0.181863	-0.679544	0.071246	-0.044146	2.484996	1.713004	3.491020	1.602907	1.306703	1.202089	2.400796	1.933658	2.198604	1.692805	1.297739	2.065615	-1.001041	0.325643	-0.417239	-0.362656
step-0.5-27	0.419034	-0.358336	-1.342836	0.311816	1.192397	0.019377	0.302861	-0.140460	-0.211313	-0.683674	0.045837	-0.400502	2.662269	2.768530	0.604072	2.499561	1.864540	2.560492	2.694612	1.801919	2.394804	2.039903	1.866444	1.267985
step-0.5-28	0.330069	0.857109	0.402948	-0.552512	0.128323	0.439968	0.206074	0.029728	0.857720	-0.795604	-0.345758	-0.936612	1.426853	2.387606	2.352791	2.365595	1.514630	1.640620	1.769172	1.556761	2.527130	2.032364	1.837227	2.075264
